Sample	ASV	Relative_abundance	Prevalence_Compartment	Species	Phylum	Soil_div	Compartment
ITS-Major-AF-5	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Boston-1	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Boston-2	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Boston-3	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Boston-4	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Boston-5	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Major-1	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Major-2	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Major-3	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Major-4	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-AF-2017-Major-5	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
P14B20ATD-E07	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14B20ATU-H01	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14B20BTD-E09	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14B20BTU-H03	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14B20CTD-E11	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14B20CTU-H05	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14B26ATD-G07	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14B26ATU-B02	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14B26BTD-G09	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14B26BTU-B04	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14B26CTD-G11	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14B26CTU-B06	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14B30ATD-F07	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14B30ATU-A02	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14B30BTD-F09	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14B30BTU-A04	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14B30CTD-F11	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14B30CTU-A06	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14B36ATD-H07	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14B36ATU-C02	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14B36BTD-H09	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14B36BTU-C04	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14B36CTD-A12	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14B36CTU-C06	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14M20ATD-A08	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14M20ATU-D02	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14M20BTD-A10	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14M20BTU-D04	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14M20CTD-B12	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14M20CTU-D06	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14M26ATD-C08	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14M26ATU-F02	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14M26BTD-C10	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14M26BTU-F04	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14M26CTD-D12	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14M26CTU-F06	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14M30ATD-B08	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14M30ATU-E02	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14M30BTD-B10	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14M30BTU-E04	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14M30CTD-C12	ASV202	0	Soil	Exophiala	Ascomycota	High	Root
P14M30CTU-E06	ASV202	0	Soil	Exophiala	Ascomycota	High	Stem
P14M36ATD-D08	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14M36ATU-G02	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14M36BTD-D10	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14M36BTU-G04	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
P14M36CTD-E12	ASV202	0	Soil	Exophiala	Ascomycota	Low	Root
P14M36CTU-G06	ASV202	0	Soil	Exophiala	Ascomycota	Low	Stem
ITS1-D0A	ASV202	0.172928785	Soil	Exophiala	Ascomycota	High	Soil
ITS1-D0B	ASV202	0.052170284	Soil	Exophiala	Ascomycota	High	Soil
ITS1-D0C	ASV202	0.017707378	Soil	Exophiala	Ascomycota	High	Soil
ITS1-D6A	ASV202	0	Soil	Exophiala	Ascomycota	Low	Soil
ITS1-D6B	ASV202	0.030917549	Soil	Exophiala	Ascomycota	Low	Soil
ITS1-D6C	ASV202	0.050765386	Soil	Exophiala	Ascomycota	Low	Soil
